CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKBPCL25-JUL-2024,318.1500000,317.2500000,319.0000000,302.3500000,304.0500000,304.0500000,-4.4300000,32090.0000000,29372400.0000000,16318.0000000,9006988770.0000000
FUTSTKCOLPAL25-JUL-2024,3132.8500000,3101.0000000,3158.8500000,3085.2500000,3120.0000000,3120.0000000,-0.4100000,9008.0000000,1011150.0000000,2889.0000000,3155176552.5000000
FUTSTKDRREDDY25-JUL-2024,6679.7500000,6679.8500000,6709.5000000,6609.2500000,6621.4500000,6621.4500000,-0.8700000,22475.0000000,718750.0000000,5750.0000000,4784256337.5000000
FUTSTKCOROMANDEL26-SEP-2024,1615.7000000,1550.9500000,1576.9500000,1545.9000000,1576.9500000,1617.6000000,0.1100000,25.0000000,3500.0000000,5.0000000,5457900.0000000
FUTSTKAARTIIND26-SEP-2024,714.0000000,710.0000000,710.0000000,678.0000000,680.2500000,680.2500000,-4.7200000,148.0000000,140000.0000000,140.0000000,97096250.0000000
FUTSTKCHOLAFIN29-AUG-2024,1459.8000000,1462.9000000,1468.4000000,1432.0000000,1434.4000000,1434.4000000,-1.7300000,1374.0000000,499375.0000000,799.0000000,721697125.0000000
FUTSTKPIDILITIND25-JUL-2024,3178.8500000,3204.0000000,3224.7000000,3107.1500000,3117.7000000,3117.7000000,-1.9200000,8004.0000000,790500.0000000,3162.0000000,2504462062.5000000
FUTSTKPAGEIND25-JUL-2024,40198.6500000,40440.6500000,40772.4000000,39897.9000000,40562.1500000,40562.1500000,0.9000000,12227.0000000,48480.0000000,3232.0000000,1955806924.5000000
FUTSTKTATAPOWER25-JUL-2024,430.0500000,431.1000000,431.1000000,412.6000000,413.9000000,413.9000000,-3.7500000,57514.0000000,27384750.0000000,20285.0000000,11471738805.0000000
FUTSTKRELIANCE29-AUG-2024,3192.9500000,3187.9500000,3187.9500000,3122.1500000,3127.0000000,3127.0000000,-2.0600000,42592.0000000,2951250.0000000,11805.0000000,9279521225.0000000
FUTSTKADANIENT25-JUL-2024,3097.7500000,3100.1000000,3100.1000000,2997.3000000,3003.4000000,3003.4000000,-3.0400000,50216.0000000,3429900.0000000,11433.0000000,10421742225.0000000
FUTIDXMIDCPNIFTY29-JUL-2024,12477.1000000,12460.4500000,12462.8500000,12161.2500000,12190.9500000,12190.9500000,-2.2900000,42792.0000000,1064550.0000000,21291.0000000,13049431280.0000000
FUTSTKLTF25-JUL-2024,184.6600000,184.4400000,185.3909009,174.6000000,175.7000000,175.7000000,-4.8500000,12097.0000000,27784874.0000000,6227.0000000,4974872185.6400000
FUTSTKBAJAJ-AUTO25-JUL-2024,9630.1000000,9635.0500000,9677.3000000,9332.2000000,9372.4000000,9372.4000000,-2.6700000,28107.0000000,855225.0000000,11403.0000000,8128839667.5000000
FUTSTKMOTHERSON25-JUL-2024,205.2600000,205.2600000,206.3200000,191.8000000,192.4400000,192.4400000,-6.2400000,14514.0000000,60953500.0000000,8585.0000000,11987890062.0000000
FUTSTKGAIL25-JUL-2024,229.5400000,228.0000000,228.6200000,218.9500000,219.5700000,219.5700000,-4.3400000,23464.0000000,49560975.0000000,10833.0000000,11009584878.0000000
FUTSTKBERGEPAINT25-JUL-2024,521.5500000,520.1000000,529.9500000,520.0500000,523.3000000,523.3000000,0.3300000,13579.0000000,4942080.0000000,3744.0000000,2599143888.0000000
FUTSTKCHAMBLFERT25-JUL-2024,513.5500000,514.5500000,518.6500000,487.8500000,490.6500000,490.6500000,-4.4500000,4702.0000000,6925500.0000000,3645.0000000,3468320990.0000000
FUTSTKCIPLA29-AUG-2024,1507.8500000,1506.0000000,1506.0000000,1477.5000000,1481.4500000,1481.4500000,-1.7500000,2196.0000000,1027000.0000000,1580.0000000,1526602187.5000000
FUTSTKITC25-JUL-2024,471.5500000,470.6000000,479.8500000,469.7000000,475.2500000,475.2500000,0.7800000,77884.0000000,36489600.0000000,22806.0000000,17347111440.0000000
FUTSTKTCS25-JUL-2024,4307.5500000,4315.0000000,4357.0000000,4285.3500000,4301.2000000,4301.2000000,-0.1400000,92735.0000000,5810525.0000000,33203.0000000,25101374655.0000000
FUTSTKICICIPRULI25-JUL-2024,656.4000000,650.5000000,652.9000000,638.8000000,643.9500000,643.9500000,-1.8900000,6975.0000000,3532500.0000000,2355.0000000,2279186700.0000000
FUTSTKLALPATHLAB25-JUL-2024,2995.4500000,2970.0000000,3015.0500000,2957.6000000,2986.9500000,2986.9500000,-0.2800000,2924.0000000,596100.0000000,1987.0000000,1779852900.0000000
FUTSTKNAUKRI29-AUG-2024,6983.6500000,7070.0000000,7098.6000000,6824.3500000,6851.1000000,6851.1000000,-1.8900000,607.0000000,127050.0000000,847.0000000,884937630.0000000
FUTSTKCHOLAFIN25-JUL-2024,1450.8000000,1453.3000000,1456.0000000,1422.9500000,1426.2000000,1426.2000000,-1.6900000,12592.0000000,1471875.0000000,2355.0000000,2112980250.0000000
FUTSTKHAVELLS25-JUL-2024,1868.5500000,1881.0500000,1887.0000000,1765.1000000,1770.2500000,1770.2500000,-5.2600000,13968.0000000,4073500.0000000,8147.0000000,7347988850.0000000
FUTSTKIRCTC29-AUG-2024,1015.2500000,1016.7000000,1020.0000000,988.2500000,991.7500000,991.7500000,-2.3100000,5134.0000000,3301375.0000000,3773.0000000,3302823475.0000000
FUTSTKLT25-JUL-2024,3662.5000000,3665.0000000,3665.0000000,3609.0500000,3617.0000000,3617.0000000,-1.2400000,93205.0000000,3731850.0000000,24879.0000000,13555752105.0000000
FUTSTKSBILIFE25-JUL-2024,1658.9500000,1658.7000000,1658.9000000,1637.3000000,1646.4500000,1646.4500000,-0.7500000,19666.0000000,1370250.0000000,3654.0000000,2257380975.0000000
FUTSTKTATASTEEL29-AUG-2024,167.9500000,167.7500000,167.7500000,158.6000000,158.8500000,158.8500000,-5.4100000,12338.0000000,56342000.0000000,10244.0000000,9102714775.0000000
FUTSTKBALKRISIND25-JUL-2024,3169.0500000,3135.1000000,3170.9000000,3092.6000000,3137.7500000,3137.7500000,-0.9800000,6743.0000000,637200.0000000,2124.0000000,1995290610.0000000
FUTSTKABB25-JUL-2024,7901.3500000,7905.0000000,7925.0000000,7604.1000000,7625.6500000,7625.6500000,-3.4800000,11429.0000000,638250.0000000,5106.0000000,4917544206.2500000
FUTSTKPNB25-JUL-2024,119.2100000,118.9200000,119.8900000,116.1000000,116.4500000,116.4500000,-2.3100000,28349.0000000,73248000.0000000,9156.0000000,8608359120.0000000
FUTSTKSHREECEM25-JUL-2024,28043.1000000,27992.3500000,27992.3500000,27031.9500000,27189.6000000,27189.6000000,-3.0400000,8627.0000000,57950.0000000,2318.0000000,1589975066.2500000
